TotalRelatorio,Codigo,Descricao_Produto,Categoria,Quantidade,Preco,Atributos,Deposito,Marca,ValorTotal,NCM,Unidade
"R$ 35.167.575,97",M1405-1,HEINEKEN LATA 350ML,Bebidas,"-432,00","R$ 6,50",,Loja,HEINEKEN,"-R$ 2.808,00",22030000,UN
"R$ 35.167.575,97",M837-1,HEINEKEN LONG NECK 330ML,Bebidas,"-298,00","R$ 8,00",,Loja,HEINEKEN,"-R$ 2.384,00",22030000,UN
"R$ 35.167.575,97",M855-1,HEINEKEN UNITARIA 269ML,Bebidas,"-26,00","R$ 4,50",,Loja,HEINEKEN,"-R$ 117,00",22030000,UN
"R$ 35.167.575,97",M854-1,HEINEKEN ZERO 269ML,Bebidas,"-103,00","R$ 5,50",,Loja,HEINEKEN,"-R$ 566,50",22030000,UN
"R$ 35.167.575,97",M2072-1,HEINEKEN ZERO 330ML,Bebidas,"-52,00","R$ 8,00",,Loja,HEINEKEN,"-R$ 416,00",22030000,UN
"R$ 35.167.575,97",7898377662920,ICE CRYSTAL  CAJU L275ML,Bebidas,"-38,00","R$ 8,50",,Loja,CRYSTAL,"-R$ 323,00",22060090,UN
"R$ 35.167.575,97",7898738660220,ICE LEEV 275 ML,Bebidas,"-22,00","R$ 8,00",,Loja,LEEV,"-R$ 176,00",22060090,UN
"R$ 35.167.575,97",7898738660367,ICE LEEV ABACAXI COM HORTELA 275ML,Bebidas,"-1,00","R$ 8,00",,Loja,LEEV,"-R$ 8,00",22060090,UN
"R$ 35.167.575,97",M1820-1,ICE LEEV GFA 275ML ABAC/HORT C/6 UN,Bebidas,"0,00","R$ 7,50",,Loja,LEEV,"R$ 0,00",22089000,UN
"R$ 35.167.575,97",M1819-1,ICE LEEV GFA 275ML SIX LIMAO,Bebidas,"0,00","R$ 7,50",,Loja,LEEV,"R$ 0,00",22089000,UN
"R$ 35.167.575,97",M1552-1,IMPERIO 269ML,Bebidas,"-3,00","R$ 4,00",,Loja,IMPERIO ,"-R$ 12,00",22030000,UN
"R$ 35.167.575,97",M1875-1,IMPERIO PURO MALTE HELLES 330ML,Bebidas,"-12,00","R$ 7,50",,Loja,IMPERIO ,"-R$ 90,00",22030000,UN
"R$ 35.167.575,97",M2805-1,IMPERIO ULTRA 275ML,Bebidas,"1,00","R$ 6,99",,Loja,IMPERIO ,"R$ 6,99",22030000,UN
"R$ 35.167.575,97",M1127-1,IOGURTE COCO 450G,Bebidas,"-19,00","R$ 5,50",,Loja,BABY,"-R$ 104,50",04032000,UN
"R$ 35.167.575,97",7891000241448,IOGURTE FRUTAS 170G,Bebidas,"-5,00","R$ 2,99",,Loja,NESTLE,"-R$ 14,95",04039000,UN
"R$ 35.167.575,97",M1149-1,IOGURTE INTEGRAL CAROLINA 160G,Bebidas,"0,00","R$ 3,00",,Loja,CAROLINA,"R$ 0,00",04032000,UN
"R$ 35.167.575,97",M1148-1,"IOGURTE LARANJA, CENOURA E MEL CAROLINA",Bebidas,"0,00","R$ 3,00",,Loja,CAROLINA,"R$ 0,00",04032000,UN
"R$ 35.167.575,97",7898016050590,IOGURTE MORANGO 400G,Bebidas,"2,00","R$ 6,90",,Loja,JAMAVA,"R$ 13,80",04039000,UN
"R$ 35.167.575,97",M1126-1,IOGURTE MORANGO 450G,Bebidas,"-53,00","R$ 5,50",,Loja,BABY,"-R$ 291,50",04032000,UN
"R$ 35.167.575,97",7891000244265,IOGURTE NESTLE 170G,Bebidas,"-33,00","R$ 2,99",,Loja,NESTLE,"-R$ 98,67",04039000,UN
"R$ 35.167.575,97",M81-1,IOGURTE PEDACOS ABACAXI E COCO POTE 450G,Bebidas,"0,00","R$ 9,50",,Loja,CAROLINA,"R$ 0,00",04032000,UN
"R$ 35.167.575,97",M82-1,IOGURTE PEDACOS MORANGO POTE 450G,Bebidas,"0,00","R$ 9,50",,Loja,CAROLINA,"R$ 0,00",04032000,UN
"R$ 35.167.575,97",7898755200362,"IOGURTE ZERO 1,15KG",Bebidas,"-1,00","R$ 11,90",,Loja,NESTLE,"-R$ 11,90",04039000,UN
"R$ 35.167.575,97",7891000332221,IOGURTE ZERO MOLICO 850G,Bebidas,"-1,00","R$ 10,99",,Loja,MOLICO ,"-R$ 10,99",04039000,UN
"R$ 35.167.575,97",7898016050446,IOGUTE MORANGO 170G,Bebidas,"16,00","R$ 3,20",,Loja,JAMAVA,"R$ 51,20",04039000,UN
"R$ 35.167.575,97",7891000072950,IORGUTE NATURAL INTEGRAL 170G,Bebidas,"-4,00","R$ 2,99",,Loja,NESTLE,"-R$ 11,96",04039000,UN
"R$ 35.167.575,97",M1846-1,ISOTONICO TNT SPORT LARANJA 500ML,Bebidas,"0,00","R$ 5,50",,Loja,TNT,"R$ 0,00",22029900,UN
"R$ 35.167.575,97",M2726-1,IT LEMIN ICE 2L,Bebidas,"-7,00","R$ 8,99",,Loja,Italac,"-R$ 62,93",22021000,UN
"R$ 35.167.575,97",M1420-1,ITAIPAVA 1LITRO,Bebidas,"0,00","R$ 10,00",,Loja,ITAIPAVA,"R$ 0,00",22030000,UN
"R$ 35.167.575,97",M846-1,ITAIPAVA MALZBIER 350ML,Bebidas,"-1,00","R$ 6,00",,Loja,ITAIPAVA,"-R$ 6,00",22030000,UN
"R$ 35.167.575,97",M2071-1,ITURBAINA 350ML,Bebidas,"-16,00","R$ 3,50",,Loja,ITURBAINA,"-R$ 56,00",22021000,UN
"R$ 35.167.575,97",M1307-1,JABOTI ABACAXI PET 2L,Bebidas,"-52,00","R$ 6,99",,Loja,JABOTI,"-R$ 363,48",22021000,UN
"R$ 35.167.575,97",M1666-1,JABOTI COLA 2LITROS,Bebidas,"-32,00","R$ 7,00",,Loja,JABOTI,"-R$ 224,00",22021000,UN
"R$ 35.167.575,97",M1308-1,JABOTI GUARANÁ PET 2L,Bebidas,"-33,00","R$ 6,99",,Loja,JABOTI,"-R$ 230,67",22021000,UN
"R$ 35.167.575,97",M1310-1,JABOTI LARANJA PET 2L,Bebidas,"-47,00","R$ 6,99",,Loja,JABOTI,"-R$ 328,53",22021000,UN
"R$ 35.167.575,97",M1336-1,JABOTI LIMAO PET 2L,Bebidas,"-17,00","R$ 6,90",,Loja,JABOTI,"-R$ 117,30",22021000,UN
"R$ 35.167.575,97",M1335-1,JABOTI MAÇA PET 2L,Bebidas,"0,00","R$ 6,99",,Loja,JABOTI,"R$ 0,00",22021000,UN
"R$ 35.167.575,97",M1334-1,JABOTI TURBAINA PET 2L,Bebidas,"-36,00","R$ 6,99",,Loja,JABOTI,"-R$ 251,64",22021000,UN
"R$ 35.167.575,97",M1309-1,JABOTI UVA PET 2L,Bebidas,"-49,00","R$ 6,99",,Loja,JABOTI,"-R$ 342,51",22021000,UN
"R$ 35.167.575,97",M2460-1,JAMAVA SOBREMESA CHOCOLATE,Bebidas,"-8,00","R$ 2,50",,Loja,JAMAVA,"-R$ 20,00",04039000,UN
"R$ 35.167.575,97",M901-1,JURUBEBA 600ML,Bebidas,"-159,00","R$ 19,00",,Loja,LEAO DO NORTE,"-R$ 3.021,00",22060090,UN
"R$ 35.167.575,97",7894900911510,KUAT 2L,Bebidas,"-66,00","R$ 9,90",,Loja,COCA COLA,"-R$ 653,40",22021000,UN
"R$ 35.167.575,97",7891164028237,LEITE INTEGRAL,Bebidas,"0,00","R$ 7,00",,Loja,AURORA,"R$ 0,00",04012010,UN
"R$ 35.167.575,97",M1390-1,LEITE INTEGRAL AURORA 1L,Bebidas,"-3,00","R$ 6,99",,Loja,AURORA,"-R$ 20,97",04012010,UN
"R$ 35.167.575,97",M1316-1,LEITE INTEGRAL NINHO 1L,Bebidas,"0,00","R$ 7,50",,Loja,NINHO,"R$ 0,00",04012010,UN
"R$ 35.167.575,97",M1525-1,LEITE INTEGRAL PIRACANJUBA 1L,Bebidas,"0,00","R$ 6,50",,Loja,PIRACANJUBA,"R$ 0,00",04012010,UN
"R$ 35.167.575,97",M1317-1,LEITE INTEGRAL TIROL 1L,Bebidas,"-851,00","R$ 6,99",,Loja,TIROL,"-R$ 5.948,49",04012010,UN
"R$ 35.167.575,97",7898080640611,LEITE ITALAC 1L,Bebidas,"-166,00","R$ 6,99",,Loja,Italac,"-R$ 1.160,34",04012010,UN
"R$ 35.167.575,97",7898215151722,LEITE PIRACANJUBA DESNATADO 1L,Bebidas,"0,00","R$ 6,50",,Loja,PIRACANJUBA,"R$ 0,00",04012010,UN
"R$ 35.167.575,97",M2639-1,LEONOFF ICE LIMAO 275ML,Bebidas,"-10,00","R$ 6,90",,Loja,LEONOFF,"-R$ 69,00",22060090,UN
"R$ 35.167.575,97",M2638-1,LEONOFF ICE MELANCIA 275ML,Bebidas,"-6,00","R$ 6,90",,Loja,LEONOFF,"-R$ 41,40",22060090,UN
"R$ 35.167.575,97",M815-1,LEPZ ABACAXI 2 LITROS,Bebidas,"-127,00","R$ 9,00",,Loja,Ferraspari,"-R$ 1.143,00",22021000,UN
"R$ 35.167.575,97",M568-1,LIRIUM CATUABA,Bebidas,"-1,00","R$ 30,00",,Loja,.,"-R$ 30,00",22060090,UN
"R$ 35.167.575,97",M1419-1,LITRAO SKOL 1L,Bebidas,"-1,00","R$ 12,00",,Loja,SKOL,"-R$ 12,00",22030000,UN
"R$ 35.167.575,97",7891164029104,MANTEIGA EXTRA COM SAL AURORA,Bebidas,"0,00","R$ 14,50",,Loja,AURORA,"R$ 0,00",04051000,UN
"R$ 35.167.575,97",M765-1,MARGARINA CREMOSA COM SAL 500G,Bebidas,"-114,00","R$ 11,50",,Loja,QUALY,"-R$ 1.311,00",15171000,UN
"R$ 35.167.575,97",M2830-1,MICHELOB ULTRA 330ML,Bebidas,"-2,00","R$ 7,99",,Loja,MICHELOB,"-R$ 15,98",22030000,UN
"R$ 35.167.575,97",M2829-1,MICHELOB ULTRA 350ML,Bebidas,"-2,00","R$ 6,50",,Loja,MICHELOB,"-R$ 13,00",22030000,UN
"R$ 35.167.575,97",M2043-1,MINI SUKITA 200ML,Bebidas,"-15,00","R$ 2,60",,Loja,SUKITA,"-R$ 39,00",22021000,UN
"R$ 35.167.575,97",070847022015,MONSTER ENERGY 473ml,Bebidas,"-157,00","R$ 11,50",,Loja,COCA COLA FEMSA,"-R$ 1.805,50",22029900,UN
"R$ 35.167.575,97",070847033929,MONSTER ENERGY ULTRA VIOLET,Bebidas,"-12,00","R$ 11,50",,Loja,COCA COLA FEMSA,"-R$ 138,00",22029900,UN
"R$ 35.167.575,97",M1246-1,MONSTER ENERGY ZERO ACUCAR 473ML,Bebidas,"-109,00","R$ 11,50",,Loja,COCA COLA,"-R$ 1.253,50",22029900,UN
"R$ 35.167.575,97",M2132-1,Monster Energy Zero Acucar 473ml 06 CP,Bebidas,"17,00","R$ 11,50",,Loja,MONSTER,"R$ 195,50",22029900,UN
"R$ 35.167.575,97",M1243-1,MONSTER JUIC RIO PUNCH 473ML,Bebidas,"-1,00","R$ 11,50",,Loja,COCA-COLA,"-R$ 11,50",22029900,UN
"R$ 35.167.575,97",M1416-1,MONSTER JUICE 473ML,Bebidas,"-1,00","R$ 12,00",,Loja,MONSTER,"-R$ 12,00",22029900,UN
"R$ 35.167.575,97",M1254-1,MONSTER KHAOTIC 473ML,Bebidas,"3,00","R$ 11,50",,Loja,COCA COLA,"R$ 34,50",22029900,UN
"R$ 35.167.575,97",070847033301,MONSTER MANGO LOCO LATA 473ml,Bebidas,"-82,00","R$ 11,50",,Loja,COCA COLA FEMSA,"-R$ 943,00",22029900,UN
"R$ 35.167.575,97",1220000250031,MONSTER PACIFIC PUNCH 473ML,Bebidas,"-10,00","R$ 11,90",,Loja,COCA COLA FEMSA,"-R$ 119,00",22029900,UN
"R$ 35.167.575,97",7898938890045,Monster Pipeline Punch LT 473ml 6U FL CP,Bebidas,"-29,00","R$ 11,50",,Loja,MONSTER,"-R$ 333,50",22029900,UN
"R$ 35.167.575,97",M1132-1,MONSTER RIO PUNCH 473ml,Bebidas,"0,00","R$ 11,50",,Loja,MONSTER,"R$ 0,00",22029900,UN
"R$ 35.167.575,97",M1255-1,MONSTER ULTR FIESTA MANGO 473ML,Bebidas,"0,00","R$ 11,50",,Loja,COCA COLA,"R$ 0,00",22029900,UN
"R$ 35.167.575,97",7898770420011,MONSTER ULTR STRWBRY DREAM 473ML,Bebidas,"-15,00","R$ 11,50",,Loja,MONSTER,"-R$ 172,50",22029900,UN
"R$ 35.167.575,97",M2195-1,MONSTER ULTRA,Bebidas,"1,00","R$ 11,90",,Loja,MONSTER,"R$ 11,90",22029900,UN
"R$ 35.167.575,97",M1415-1,MONSTER ULTRA FIESTA 473ML,Bebidas,"0,00","R$ 12,00",,Loja,MONSTER,"R$ 0,00",22029900,UN
"R$ 35.167.575,97",M1253-1,MONSTER ULTRA PEACHY KEEN 473ML,Bebidas,"2,00","R$ 11,50",,Loja,COCA COLA,"R$ 23,00",22029900,UN
"R$ 35.167.575,97",M1131-1,MONSTER ULTRA PEACHY KEEN LATA 473ml,Bebidas,"-10,00","R$ 11,50",,Loja,MONSTER,"-R$ 115,00",22029900,UN
"R$ 35.167.575,97",M2137-1,MONSTER ULTRA VIOLET LT 473ML,Bebidas,"1,00","R$ 11,50",,Loja,MONSTER,"R$ 11,50",22029900,UN
"R$ 35.167.575,97",M1414-1,MONSTER ULTRA WATERMELON,Bebidas,"-26,00","R$ 12,00",,Loja,MONSTER,"-R$ 312,00",22029900,UN
"R$ 35.167.575,97",M1245-1,MONTER ULTRA WATERMELON LT 473ML,Bebidas,"2,00","R$ 11,50",,Loja,COCA-COLA,"R$ 23,00",22029900,UN
"R$ 35.167.575,97",M1099-1,NECTAR DE CAJU LIFE 900ML,Bebidas,"0,00","R$ 15,00",,Loja,LIFE,"R$ 0,00",20091900,UN
"R$ 35.167.575,97",M1097-1,NECTAR DE GOIABA LIFE 900ML,Bebidas,"0,00","R$ 15,00",,Loja,LIFE,"R$ 0,00",20091900,UN
"R$ 35.167.575,97",M1101-1,NECTAR DE UVA LIFE 300ML,Bebidas,"-24,00","R$ 7,00",,Loja,LIFE,"-R$ 168,00",20091900,UN
"R$ 35.167.575,97",7891000261484,NESTLE NINHO 100G,Bebidas,"-2,00","R$ 2,99",,Loja,NESTLE,"-R$ 5,98",04039000,UN
"R$ 35.167.575,97",7891000261026,NINHO DANONE 540G,Bebidas,"-4,00","R$ 9,99",,Loja,NESTLE,"-R$ 39,96",04039000,UN
"R$ 35.167.575,97",M1029-1,ORIGINAL LATA 269ML,Bebidas,"-462,00","R$ 4,50",,Loja,AMBEV,"-R$ 2.079,00",22030000,UN
"R$ 35.167.575,97",M1553-1,ORIGINAL LATA 350ML,Bebidas,"-256,00","R$ 5,99",,Loja,.,"-R$ 1.533,44",22030000,UN
"R$ 35.167.575,97",M563-1,PARATUDO,Bebidas,"-33,00","R$ 18,00",,Loja,.,"-R$ 594,00",22060090,UN
"R$ 35.167.575,97",M1106-1,PEPSI,Bebidas,"-37,00","R$ 10,90",,Loja,PEPSI,"-R$ 403,30",22021000,UN
"R$ 35.167.575,97",M1655-1,PEPSI BLACK LATA 350ML,Bebidas,"-19,00","R$ 5,00",,Loja,PEPSI,"-R$ 95,00",22021000,UN
"R$ 35.167.575,97",M1628-1,PEPSI BLACK ZERO 2L,Bebidas,"-34,00","R$ 10,90",,Loja,PEPSI,"-R$ 370,60",22021000,UN
"R$ 35.167.575,97",M2582-1,PEPSI COLA PET 2L,Bebidas,"1,00","R$ 10,90",,Loja,PEPSICO,"R$ 10,90",22021000,UN
"R$ 35.167.575,97",M1027-1,PEPSI LATA 350ML,Bebidas,"-18,00","R$ 4,50",,Loja,AMBEV,"-R$ 81,00",22021000,UN
"R$ 35.167.575,97",M842-1,PETRA ORIGEM PURO MALTE 350 ML 12 UNIDADES,Bebidas,"2,00","R$ 50,00",,Loja,PETRA,"R$ 100,00",22030000,UN
"R$ 35.167.575,97",M1176-1,PITU 350ML,Bebidas,"-139,00","R$ 7,99",,Loja,PITU,"-R$ 1.110,61",22086000,UN
"R$ 35.167.575,97",M1670-1,PITU CAJU 350ML,Bebidas,"-6,00","R$ 7,99",,Loja,PITU,"-R$ 47,94",22086000,UN
"R$ 35.167.575,97",M1669-1,PITU DE BANANA 350ML,Bebidas,"-7,00","R$ 7,99",,Loja,PITU,"-R$ 55,93",22086000,UN
"R$ 35.167.575,97",M1668-1,PITU LIMAO 350ML,Bebidas,"-13,00","R$ 7,99",,Loja,PITU,"-R$ 103,87",22086000,UN
"R$ 35.167.575,97",M1667-1,PITU MEL E LIMAO 350ML,Bebidas,"-8,00","R$ 7,99",,Loja,PITU,"-R$ 63,92",22086000,UN
"R$ 35.167.575,97",M1642-1,POTE BRIGADEIRO 400ML,Bebidas,"0,00","R$ 10,90",,Loja,VIVOLI,"R$ 0,00",21050010,UN
"R$ 35.167.575,97",M1665-1,POWER ADE MIX DE FRUTAS 500ML,Bebidas,"-4,00","R$ 7,00",,Loja,power ade ,"-R$ 28,00",22029900,UN
"R$ 35.167.575,97",M1664-1,POWER ADE SABOR LIMÃO 500ML,Bebidas,"-10,00","R$ 7,00",,Loja,power ade ,"-R$ 70,00",22029900,UN
"R$ 35.167.575,97",M1663-1,POWER ADE TROPICAIS  500ML,Bebidas,"0,00","R$ 7,00",,Loja,power ade ,"R$ 0,00",22029900,UN
"R$ 35.167.575,97",7894900509700,POWERADE ATAQUE 500ML,Bebidas,"-5,00","R$ 6,50",,Loja,POWERADE,"-R$ 32,50",22029900,UN
"R$ 35.167.575,97",7894900509809,POWERADE CONTRA ATAQUE 500ML,Bebidas,"-11,00","R$ 5,50",,Loja,POWER,"-R$ 60,50",22029900,UN
"R$ 35.167.575,97",7894900504002,POWERADE MOUNTAIN 500ML,Bebidas,"3,00","R$ 5,90",,Loja,POWERADE,"R$ 17,70",22029900,UN
"R$ 35.167.575,97",M998-1,PRESIDENTE,Bebidas,"0,00","R$ 16,50",,Loja,.,"R$ 0,00",22084000,UN
"R$ 35.167.575,97",M2563-1,RE BULL SUGARFREE 250ML,Bebidas,"-4,00","R$ 11,99",,Loja,RED BULL,"-R$ 47,96",22029900,UN
"R$ 35.167.575,97",M1735-1,RED BULL 250ML,Bebidas,"-15,00","R$ 11,99",,Loja,RED BULL,"-R$ 179,85",22029900,UN
"R$ 35.167.575,97",M1417-1,RED BULL 250ML,Bebidas,"-6,00","R$ 11,90",,Loja,RED BULL,"-R$ 71,40",22029900,UN
"R$ 35.167.575,97",M2564-1,RED BULL FRUTAS VERMELHA 250 ML,Bebidas,"-3,00","R$ 11,99",,Loja,RED BULL,"-R$ 35,97",22021000,UN
"R$ 35.167.575,97",M2585-1,RED BULL LATA 250ML,Bebidas,"4,00","R$ 11,99",,Loja,RED BULL,"R$ 47,96",22029900,UN
"R$ 35.167.575,97",9002490247379,RED BULL MELANCIA 250ML,Bebidas,"-7,00","R$ 11,99",,Loja,RED BULL,"-R$ 83,93",22029900,UN
"R$ 35.167.575,97",M2561-1,RED BULL MELANCIA LATA 250ML FOUR PACK NPAL,Bebidas,"1,00","R$ 48,36",,Loja,.,"R$ 48,36",22029900,UN
"R$ 35.167.575,97",M2590-1,RED BULL SUGAR FREE AMORA LATA 250ML,Bebidas,"0,00","R$ 12,00",,Loja,REDBULL,"R$ 0,00",22029900,UN
"R$ 35.167.575,97",M2586-1,RED BULL SUGAR FREE POMELO LATA 250ML F,Bebidas,"1,00","R$ 12,00",,Loja,RED BULL,"R$ 12,00",22029900,UN
"R$ 35.167.575,97",M2562-1,RED BULL TROPICAL BR LATA 250ML FOUR PACK NPAL .,Bebidas,"1,00","R$ 48,36",,Loja,RE BULL,"R$ 48,36",22029900,UN
"R$ 35.167.575,97",M903-1,REDBULL ENERGY DRINK 250ML,Bebidas,"-72,00","R$ 12,00",,Loja,REDBULL,"-R$ 864,00",22029900,UN
"R$ 35.167.575,97",M669-1,REFRESCO 18G UVA,Bebidas,"2,00","R$ 2,00",,Loja,TANG,"R$ 4,00",21069010,UN
"R$ 35.167.575,97",M2479-1,REFRESCO TANG 18G JOIA DA ILHA,Bebidas,"14,00","R$ 2,00",,Loja,TANG,"R$ 28,00",21069010,UN
"R$ 35.167.575,97",7896087700802,REFRI TURBAINA  FERRASPARI 2L,Bebidas,"-387,00","R$ 9,90",,Loja,Ferraspari,"-R$ 3.831,30",22021000,UN
"R$ 35.167.575,97",M2753-1,REFRIG IT LEM ICE PET 2L,Bebidas,"1,00","R$ 9,00",,Loja,IT,"R$ 9,00",22021000,UN
"R$ 35.167.575,97",M2565-1,REFRIGERANTE ABACAXI,Bebidas,"5,00","R$ 7,80",,Loja,CONVENÇÃO,"R$ 39,00",22021000,UN
"R$ 35.167.575,97",M2823-1,REFRIGERANTE ABACAXI 350ML,Bebidas,"1,00","R$ 3,50",,Loja,CONVENÇÃO,"R$ 3,50",22021000,UN
"R$ 35.167.575,97",M45-1,REFRIGERANTE ABACAXI FERRASPARI 2L,Bebidas,"5,00","R$ 9,50",,Loja,Ferraspari,"R$ 47,50",22021000,UN
"R$ 35.167.575,97",M2566-1,REFRIGERANTE FRUTAINA,Bebidas,"4,00","R$ 7,80",,Loja,CONVENÇÃO,"R$ 31,20",22021000,UN
"R$ 35.167.575,97",M2824-1,REFRIGERANTE FRUTAINA 350ML,Bebidas,"1,00","R$ 3,50",,Loja,CONVENÇÃO,"R$ 3,50",22021000,UN
"R$ 35.167.575,97",M2567-1,REFRIGERANTE GUARANA,Bebidas,"4,00","R$ 7,50",,Loja,CONVEÇÃO ,"R$ 30,00",22021000,UN
"R$ 35.167.575,97",M2825-1,REFRIGERANTE GUARANA 350ML,Bebidas,"1,00","R$ 3,50",,Loja,CONVENÇÃO,"R$ 3,50",22021000,UN
"R$ 35.167.575,97",M600-1,REFRIGERANTE IT LARANJA 350ML,Bebidas,"0,00","R$ 3,50",,Loja,Italac,"R$ 0,00",22021000,UN
"R$ 35.167.575,97",M2568-1,REFRIGERANTE LARANJA,Bebidas,"4,00","R$ 7,50",,Loja,CONVEÇÃO ,"R$ 30,00",22021000,UN
"R$ 35.167.575,97",M2515-1,REFRIGERANTE LARANJA FERRASPARI 2,Bebidas,"2,00","R$ 9,50",,Loja,Ferraspari,"R$ 19,00",22021000,UN
"R$ 35.167.575,97",M1887-1,REFRIGERANTE LARANJA FERRASPARI 2L,Bebidas,"-25,00","R$ 9,00",,Loja,Ferraspari,"-R$ 225,00",22021000,UN
"R$ 35.167.575,97",M1209-1,REFRIGERANTE LARANJA IT! 350ML,Bebidas,"0,00","R$ 4,00",,Loja,IT!,"R$ 0,00",22021000,UN
"R$ 35.167.575,97",M2596-1,REFRIGERANTE LIMAO,Bebidas,"3,00","R$ 7,80",,Loja,CONVENÇÃO,"R$ 23,40",22021000,UN
"R$ 35.167.575,97",M2516-1,REFRIGERANTE LIMAO 500ML,Bebidas,"1,00","R$ 4,50",,Loja,Ferraspari,"R$ 4,50",22021000,UN
"R$ 35.167.575,97",M2642-1,REFRIGERANTE LIMAO FERRASPARI 2L,Bebidas,"2,00","R$ 7,90",,Loja,FERRSAPARI,"R$ 15,80",22021000,UN
"R$ 35.167.575,97",7896087706705,REFRIGERANTE LIMAO ZERO 500ML,Bebidas,"-15,00","R$ 4,50",,Loja,Ferraspari,"-R$ 67,50",22021000,UN
"R$ 35.167.575,97",M2651-1,REFRIGERANTE LIMONE 500ML,Bebidas,"2,00","R$ 4,50",,Loja,Ferraspari,"R$ 9,00",22021000,UN
"R$ 35.167.575,97",7896087706712,REFRIGERANTE LIMONE ZERO 500ML,Bebidas,"-37,00","R$ 4,50",,Loja,Ferraspari,"-R$ 166,50",22021000,UN
"R$ 35.167.575,97",M1418-1,REFRIGERANTE SPRITE 350ML,Bebidas,"-19,00","R$ 4,50",,Loja,sprite,"-R$ 85,50",22021000,UN
"R$ 35.167.575,97",M2724-1,REFRIGERANTE TURBAINA  200ML,Bebidas,"1,00","R$ 2,80",,Loja,Ferraspari,"R$ 2,80",22021000,UN
"R$ 35.167.575,97",M4-1,REFRIGERANTE TURBAINA  FERRASPARI 350ML,Bebidas,"-95,00","R$ 4,00",,Loja,Ferraspari,"-R$ 380,00",22021000,UN
"R$ 35.167.575,97",M286-1,REFRIGERANTE TURBAINA 350ML,Bebidas,"-2,00","R$ 3,60",,Loja,Ferraspari,"-R$ 7,20",22021000,UN
"R$ 35.167.575,97",7896087702752,REFRIGERANTE TURBAINA 500ML,Bebidas,"-59,00","R$ 4,50",,Loja,Ferraspari,"-R$ 265,50",22021000,UN
"R$ 35.167.575,97",M2518-1,REFRIGERANTE TURBAINA FERRASPAR I350ML,Bebidas,"6,00","R$ 3,80",,Loja,Ferraspari,"R$ 22,80",22021000,UN
"R$ 35.167.575,97",M2517-1,REFRIGERANTE TURBAINA FERRASPARI 500ML,Bebidas,"3,00","R$ 4,50",,Loja,Ferraspari,"R$ 13,50",22021000,UN
"R$ 35.167.575,97",M1339-1,REFRIGERANTE TURBAINA ZERO 500ML,Bebidas,"0,00","R$ 4,50",,Loja,TURBAINA,"R$ 0,00",22021000,UN
"R$ 35.167.575,97",7896087702202,REFRIGERANTE TURBAINA ZERO FERRASPARI 2L,Bebidas,"-49,00","R$ 10,50",,Loja,Ferraspari,"-R$ 514,50",22021000,UN
"R$ 35.167.575,97",M2569-1,REFRIGERANTE UVA,Bebidas,"4,00","R$ 7,50",,Loja,COVENÇÃO ,"R$ 30,00",22021000,UN
"R$ 35.167.575,97",M2597-1,REFRIGERANTE VITTS LIMAO,Bebidas,"3,00","R$ 7,80",,Loja,CONVENÇÃO,"R$ 23,40",22021000,UN
"R$ 35.167.575,97",7891164027377,REQUEIJAO CREMOSO COM QUEIJO AURORA  200G,Bebidas,"-11,00","R$ 8,50",,Loja,AURORA,"-R$ 93,50",04061090,UN
"R$ 35.167.575,97",M766-1,REQUEIJAO CREMOSO COM QUEIJOS 200G,Bebidas,"-16,00","R$ 9,50",,Loja,QUALY,"-R$ 152,00",04061090,UN
"R$ 35.167.575,97",M591-1,REQUEIJÃO CREMOSO CRIOULO 220G,Bebidas,"-40,00","R$ 18,00",,Loja,.,"-R$ 720,00",04061090,UN
"R$ 35.167.575,97",M592-1,REQUEIJAO CREMOSO FAZENDA 400G,Bebidas,"-2,00","R$ 23,00",,Loja,.,"-R$ 46,00",04061090,UN
"R$ 35.167.575,97",7891999144485,REQUEIJAO CREMOSO TRADICIONAL VIGOR  200G,Bebidas,"-22,00","R$ 11,50",,Loja,VIGOR,"-R$ 253,00",04061090,UN
"R$ 35.167.575,97",M1144-1,REQUEIJAO E AMIDO CAROLINA 180G,Bebidas,"0,00","R$ 6,80",,Loja,CAROLINA,"R$ 0,00",04061090,UN
"R$ 35.167.575,97",M2347-1,SCHW CITRUS ORIGINAL LT 350ML,Bebidas,"2,00","R$ 4,50",,Loja,.,"R$ 9,00",22021000,UN
"R$ 35.167.575,97",M2346-1,"SCHW CITRUS SA PET 1,5L",Bebidas,"0,00","R$ 10,90",,Loja,.,"R$ 0,00",22021000,UN
"R$ 35.167.575,97",7894900180541,"SCHWEPPES CITRUS 1,5L",Bebidas,"-37,00","R$ 9,99",,Loja,COCA COLA FEMSA,"-R$ 369,63",22021000,UN
"R$ 35.167.575,97",M1303-1,SCHWEPPES CITRUS 250ML,Bebidas,"0,00","R$ 6,00",,Loja,SCHWEPPES,"R$ 0,00",22021000,UN
"R$ 35.167.575,97",M1662-1,SCHWEPPES CITRUS 350ML,Bebidas,"-11,00","R$ 5,00",,Loja,SCHWEPPES,"-R$ 55,00",22021000,UN
"R$ 35.167.575,97",7896072911145,SIDRA CERESER 600ML,Bebidas,"-1,00","R$ 19,90",,Loja,CERESER,"-R$ 19,90",22060010,UN
